cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
7403	chrUextra	24627128	24627129	-	1	24627129	5.39203933188174	5.39203933188174	7403	2	1	14
7404	chrUextra	24648348	24648349	-	1	24648349	25.6506293028765	25.6506293028765	7404	2	1	67
7405	chrUextra	24655170	24655172	-	2	24655171	2.32453558413257	1.16226779206629	7405	1	2	6
7406	chrUextra	24657388	24657389	-	1	24657389	8.4585628685967	8.4585628685967	7406	2	1	22
7407	chrUextra	24720824	24720825	-	1	24720825	17.2542937442294	17.2542937442294	7407	2	1	45
7408	chrUextra	24817304	24817306	-	2	24817306	12.7016185001365	6.92595847127459	7408	1.00596978852304	2	33
7409	chrUextra	24826388	24826390	-	2	24826390	18.0496819667409	14.9619117069052	7409	1.34180873418678	2	47
7410	chrUextra	24848210	24848211	-	1	24848211	193.362054750884	193.362054750884	7410	2	1	509
7411	chrUextra	24925366	24925371	-	5	24925369	53.7177210999732	24.887824761235	7411	0.0990683411446944	5	140
7412	chrUextra	24963539	24963540	-	1	24963540	17.6362391963443	17.6362391963443	7412	1.85145050956965	2	47
7413	chrUextra	25075710	25075711	-	1	25075711	8.4585628685967	8.4585628685967	7413	2	1	22
7414	chrUextra	25088891	25088893	-	2	25088892	64.8995167554846	61.8117464956488	7414	1.67604047030304	3	171
7415	chrUextra	25099133	25099136	-	3	25099135	231.542206822248	122.537856853421	7415	0.812652838408542	3	608
7416	chrUextra	25123595	25123597	-	2	25123597	10.7823770810241	6.92595847127459	7416	1.05971404132937	2	28
7417	chrUextra	25124717	25124738	-	2	25124718	45.8962894805548	41.2718145278213	7417	1.53100440641072	2	120
7418	chrUextra	25135003	25135004	-	1	25135004	13.4329177540685	13.4329177540685	7418	2	1	35
7419	chrUextra	25163930	25163931	-	1	25163931	5.39203933188174	5.39203933188174	7419	2	1	14
7420	chrUextra	25168030	25168032	-	2	25168031	367.634802452657	365.316424076986	7420	1.94572101666779	2	970
7421	chrUextra	25192026	25192027	-	1	25192027	34.0362234949662	34.0362234949662	7421	2	1	89
7422	chrUextra	25195680	25195683	-	2	25195681	3.48131571180993	1.93333029235985	7422	1.00892394016178	2	9
7423	chrUextra	25252624	25252629	-	4	25252626	269.089221242321	236.107984708854	7423	1.31817428370055	5	710
7424	chrUextra	25259195	25259196	-	1	25259196	30.9879538547986	30.9879538547986	7424	2	1	81
7425	chrUextra	25278882	25278883	-	1	25278883	23.7434486294322	23.7434486294322	7425	2	1	62
7426	chrUextra	25317520	25317521	-	1	25317521	6.15918280477931	6.15918280477931	7426	2	1	16
7427	chrUextra	25327523	25327524	-	1	25327524	8.07552011196818	8.07552011196818	7427	2	1	21
7428	chrUextra	25350155	25350156	-	1	25350156	5.39203933188174	5.39203933188174	7428	1.4564355568004	2	16
7429	chrUextra	25391975	25391978	-	2	25391976	13.0687084469172	11.5207230274671	7429	1.47744062546306	2	34
7430	chrUextra	25478221	25478223	-	2	25478223	11.5406329883412	9.60730269598138	7430	1.34997757835165	2	30
7431	chrUextra	25485489	25485490	-	1	25485490	46.6001248464478	46.6001248464478	7431	2	1	122
7432	chrUextra	25513057	25513058	-	1	25513058	9.22445137207965	9.22445137207965	7432	1.60875643637074	2	26
7433	chrUextra	25556462	25556464	-	2	25556464	7.70488160273577	6.54261381066948	7433	1.3901596952836	2	20
7434	chrUextra	25565498	25565500	-	2	25565499	6.17384396023426	4.24051366787441	7434	1.10396176746544	2	16
7435	chrUextra	25565981	25565984	-	3	25565984	29.1819249400885	17.2542937442294	7435	0.710282668221498	3	76
7436	chrUextra	25605803	25605804	-	1	25605804	7.30922160650763	7.30922160650763	7436	1.54628366081306	2	21
7437	chrUextra	25637660	25637661	-	1	25637661	6.54261381066948	6.54261381066948	7437	2	1	17
7438	chrUextra	25732337	25732338	-	1	25732338	8.4585628685967	8.4585628685967	7438	2	1	22
7439	chrUextra	25734503	25734506	-	3	25734504	24.2037138470006	11.5207230274671	7439	0.771423619971108	3	63
7440	chrUextra	25762661	25762664	-	3	25762664	21.9059622921211	12.6681743880866	7440	0.789189973893967	3	57
7441	chrUextra	25765547	25765548	-	1	25765548	6.92595847127459	6.92595847127459	7441	2	1	18
7442	chrUextra	25766267	25766269	-	2	25766269	20.3539510387869	14.9619117069052	7442	1.16705417646386	2	53
7443	chrUextra	25786363	25786365	-	2	25786364	128.449638844194	106.232356652757	7443	1.33749831590343	2	337
7444	chrUextra	25816018	25816019	-	1	25816019	8.07552011196818	8.07552011196818	7444	2	1	21
7445	chrUextra	25827547	25827548	-	1	25827548	10.7555138954498	10.7555138954498	7445	2	1	28
7446	chrUextra	25848024	25848027	-	3	25848027	21.1284212209628	16.1082594972367	7446	1.00057950046968	3	55
7447	chrUextra	25852027	25852028	-	1	25852028	32.8932505719231	32.8932505719231	7447	2	1	86
7448	chrUextra	25905289	25905290	-	1	25905290	9.60730269598138	9.60730269598138	7448	2	1	25
7449	chrUextra	25926298	25926300	-	2	25926299	16.1504098433542	9.22445137207965	7449	1.01477186396575	2	42
7450	chrUextra	25934178	25934179	-	1	25934179	7.69240752725689	7.69240752725689	7450	2	1	20
7451	chrUextra	25946273	25946274	-	1	25946274	8.84153898526358	8.84153898526358	7451	2	1	23
7452	chrUextra	25992951	25992954	-	2	25992954	22.6163173705292	21.4540495784629	7452	1.5925554566813	3	60
7453	chrUextra	26007296	26007297	-	1	26007297	7.30922160650763	7.30922160650763	7453	2	1	19
7454	chrUextra	26075285	26075286	-	1	26075286	9.60730269598138	9.60730269598138	7454	2	1	25
7455	chrUextra	26096281	26096282	-	1	26096282	19.1637099220414	19.1637099220414	7455	2	1	50
7456	chrUextra	26106852	26106853	-	1	26106853	13.0505675908449	13.0505675908449	7456	2	1	34
7457	chrUextra	26152613	26152614	-	1	26152614	62.5719165872581	62.5719165872581	7457	2	1	164
7458	chrUextra	26155471	26155472	-	1	26155472	11.90325354315	11.90325354315	7458	2	1	31
7459	chrUextra	26159043	26159044	-	1	26159044	6.15918280477931	6.15918280477931	7459	2	1	16
7460	chrUextra	26171896	26171898	-	2	26171897	18.448841681245	9.60730269598138	7460	1.00125270206383	2	48
7461	chrUextra	26172605	26172606	-	1	26172606	6.54261381066948	6.54261381066948	7461	2	1	17
7462	chrUextra	26305887	26305888	-	1	26305888	22.980414084685	22.980414084685	7462	2	1	60
7463	chrUextra	26327141	26327144	-	3	26327144	36.3812222273663	32.1311841754643	7463	1.25276294147864	4	97
7464	chrUextra	26333615	26333617	-	2	26333617	4.63651011613933	2.70317982377949	7464	1.02013124334885	2	12
7465	chrUextra	26389013	26389014	-	1	26389014	13.4329177540685	13.4329177540685	7465	1.69662516391359	2	37
7466	chrUextra	26396102	26396104	-	2	26396104	20.7116953414915	19.1637099220414	7466	1.61905341429461	2	54
7467	chrUextra	26403906	26403907	-	1	26403907	6.92595847127459	6.92595847127459	7467	2	1	18
7468	chrUextra	26479626	26479627	-	1	26479627	6.54261381066948	6.54261381066948	7468	2	1	17
7469	chrUextra	26507312	26507314	-	2	26507313	13.4606020377366	10.3728317779009	7469	1.22448734186685	2	35
7470	chrUextra	26515799	26515800	-	1	26515800	83.4639855451842	83.4639855451842	7470	2	1	219
7471	chrUextra	26537004	26537005	-	1	26537005	13.4329177540685	13.4329177540685	7471	1.69662516391359	2	37
7472	chrUextra	26655424	26655425	-	1	26655425	8.07552011196818	8.07552011196818	7472	2	1	21
7473	chrUextra	26664061	26664065	-	2	26664062	3.09559808442614	1.93333029235985	7473	1.04556599707504	2	8
7474	chrUextra	26672928	26672930	-	2	26672929	2.71025321151637	1.54798541945008	7474	1.01477186396575	2	7
7475	chrUextra	26747449	26747450	-	1	26747450	17.6362391963443	17.6362391963443	7475	2	1	46
7476	chrUextra	26770513	26770514	-	1	26770514	17.2542937442294	17.2542937442294	7476	2	1	45
7477	chrUextra	26777107	26777113	-	6	26777111	60.2866085798038	21.0723943832629	7477	-0.354534387864312	6	157
7478	chrUextra	26777556	26777560	-	2	26777560	11.1617426923762	8.4585628685967	7478	1.01840873987227	3	30
7479	chrUextra	26783159	26783160	-	1	26783160	8.4585628685967	8.4585628685967	7479	2	1	22
7480	chrUextra	26804138	26804142	-	3	26804140	19.2378203985087	10.3728317779009	7480	0.327546058245019	5	52
7481	chrUextra	26847049	26847050	-	1	26847050	18.0181528754949	18.0181528754949	7481	1.85390574987986	2	48
7482	chrUextra	26872553	26872554	-	1	26872554	9.99009540998002	9.99009540998002	7482	2	1	26
7483	chrUextra	26893452	26893453	-	1	26893453	5.00831368017223	5.00831368017223	7483	2	1	13
7484	chrUextra	26996267	26996268	-	1	26996268	116.092559023156	116.092559023156	7484	2	1	305
7485	chrUextra	27003889	27003893	-	4	27003893	100.466457464081	72.0711803357998	7485	0.86073619849648	4	263
7486	chrUextra	27058797	27058798	-	1	27058798	8.07552011196818	8.07552011196818	7486	2	1	21
7487	chrUextra	27076517	27076520	-	2	27076518	15.3597616239493	14.197493831883	7487	1.6156884558735	2	40
7488	chrUextra	27104106	27104107	-	1	27104107	283.35871322975	283.35871322975	7488	2	1	747
7489	chrUextra	27125424	27125425	-	1	27125425	5.00831368017223	5.00831368017223	7489	2	1	13
7490	chrUextra	27227104	27227107	-	3	27227106	5.41397646009723	2.3183783756711	7490	0.469381005151483	3	14
7491	chrUextra	27273216	27273217	-	1	27273217	8.4585628685967	8.4585628685967	7491	1.74198133133518	2	23
7492	chrUextra	27278423	27278425	-	2	27278425	32.2004505014022	24.124930389434	7492	1.18872187554087	2	84
7493	chrUextra	27283888	27283892	-	2	27283892	4.25003805190202	3.08777025983574	7493	0.665320858948405	3	13
7494	chrUextra	27331640	27331641	-	1	27331641	30.9879538547986	30.9879538547986	7494	2	1	81
7495	chrUextra	27348661	27348666	-	4	27348663	46.0112832435813	27.5572649373172	7495	0.587852289152791	4	120
7496	chrUextra	27364285	27364286	-	1	27364286	10.7555138954498	10.7555138954498	7496	2	1	28
7497	chrUextra	27382157	27382158	-	1	27382158	6.54261381066948	6.54261381066948	7497	2	1	17
7498	chrUextra	27384283	27384284	-	1	27384284	9.99009540998002	9.99009540998002	7498	2	1	26
7499	chrUextra	27395398	27395400	-	2	27395399	3.09597083890017	1.54798541945008	7499	1	2	8
7500	chrUextra	27420644	27420648	-	2	27420648	3.86544761584577	2.70317982377949	7500	1.11870910076931	2	10
7501	chrUextra	27421324	27421327	-	3	27421325	79.3393294563965	76.6290762448801	7501	1.711857506336	4	209
7502	chrUextra	27444332	27444339	-	7	27444337	228998.340334528	209158.790290655	7502	1.47680440179172	7	618553
7503	chrUextra	27451095	27451099	-	2	27451096	73.7790024640304	45.078001716441	7503	1.03610918870025	2	193
7504	chrUextra	27460062	27460064	-	2	27460063	53.5790844369154	35.179048976551	7504	1.07247341156832	2	140
7505	chrUextra	27509765	27509766	-	1	27509766	15.7261795296873	15.7261795296873	7505	2	1	41
7506	chrUextra	27533291	27533295	-	2	27533292	10.7695704880477	9.60730269598138	7506	1.50876265817567	2	28
7507	chrUextra	27557458	27557459	-	1	27557459	13.0505675908449	13.0505675908449	7507	2	1	34
7508	chrUextra	27574881	27574886	-	4	27574885	36.1144174686983	14.9619117069052	7508	0.184211649478413	4	94
7509	chrUextra	27605657	27605659	-	2	27605658	9.24433684694569	6.92595847127459	7509	1.18872187554087	2	24
7510	chrUextra	27615430	27615432	-	2	27615431	317.841765754908	312.449726423026	7510	1.87747447716912	2	838
7511	chrUextra	27723895	27723896	-	1	27723896	9.99009540998002	9.99009540998002	7511	2	1	26
7512	chrUextra	27730485	27730486	-	1	27730486	46.2196122153526	46.2196122153526	7512	2	1	121
7513	chrUextra	27736409	27736410	-	1	27736410	20.3090038342817	20.3090038342817	7513	2	1	53
7514	chrUextra	27766638	27766639	-	1	27766639	45.8390875507137	45.8390875507137	7514	1.93094561787435	2	121
7515	chrUextra	27793492	27793496	-	4	27793493	54.8009336972922	26.7946735303018	7515	0.485527400165574	5	144
7516	chrUextra	27799273	27799275	-	2	27799274	10.7786999357477	8.07552011196818	7516	1.18872187554087	2	28
7517	chrUextra	27832271	27832272	-	1	27832272	6.54261381066948	6.54261381066948	7517	2	1	17
7518	chrUextra	27835914	27835915	-	1	27835915	21.0723943832629	21.0723943832629	7518	2	1	55
7519	chrUextra	27837217	27837220	-	2	27837220	12.6966276763557	9.22445137207965	7519	1.15464906337756	2	33
7520	chrUextra	27839170	27839172	-	2	27839171	10.0137287311103	6.92595847127459	7520	1.10950835978051	2	26
7521	chrUextra	27876983	27876985	-	2	27876985	10.0147901149455	6.54261381066948	7521	1.06941387086801	2	26
7522	chrUextra	27885873	27885874	-	1	27885874	65.9922491262139	65.9922491262139	7522	2	1	173
7523	chrUextra	27930385	27930387	-	2	27930386	74.047750295399	68.272090266537	7523	1.6073365550522	2	194
7524	chrUextra	27939383	27939385	-	2	27939385	182.462928703364	178.22241503549	7524	1.84248239725549	2	480
7525	chrUextra	27954791	27954792	-	1	27954792	11.5207230274671	11.5207230274671	7525	2	1	30
7526	chrUextra	27967599	27967600	-	1	27967600	101.300955910614	101.300955910614	7526	2	1	266
7527	chrUextra	27983750	27983751	-	1	27983751	9.99009540998002	9.99009540998002	7527	2	1	26
7528	chrUextra	28017002	28017003	-	1	28017003	328.313100904587	328.313100904587	7528	1.97649174446029	2	868
7529	chrUextra	28058304	28058306	-	2	28058305	2.32453558413257	1.16226779206629	7529	1	2	6
7530	chrUextra	28062808	28062811	-	2	28062811	78.2828029407668	65.2322353499219	7530	1.27958800215285	3	207
7531	chrUextra	28064864	28064868	-	2	28064868	4.63444409634231	3.47217630427602	7531	1.18872187554087	2	12
7532	chrUextra	28074130	28074134	-	3	28074134	9.25748694772751	5.39203933188174	7532	0.365304161296337	4	26
7533	chrUextra	28077277	28077278	-	1	28077278	27.1759795089073	27.1759795089073	7533	2	1	71
7534	chrUextra	28086697	28086700	-	3	28086700	30.6677544143272	26.0319987350414	7534	1.25241532017543	3	80
7535	chrUextra	28100485	28100486	-	1	28100486	7.69240752725689	7.69240752725689	7535	2	1	20
7536	chrUextra	28125395	28125398	-	3	28125397	112.669297805371	64.8522157311105	7536	0.76489352257891	3	295
7537	chrUextra	28147152	28147153	-	1	28147153	5.77566002886195	5.77566002886195	7537	2	1	15
7538	chrUextra	28152943	28152948	-	4	28152945	6.57624425216352	2.3183783756711	7538	0.0671954224608775	4	17
7539	chrUextra	28162325	28162327	-	2	28162326	15.3735070959394	12.2857368361036	7539	1.27807190511264	2	40
7540	chrUextra	28183565	28183566	-	1	28183566	7.69240752725689	7.69240752725689	7540	2	1	20
7541	chrUextra	28211172	28211174	-	2	28211173	7.32364544831204	5.77566002886195	7541	1.25751243045788	2	19
7542	chrUextra	28220139	28220141	-	2	28220141	3.48064616773738	2.3183783756711	7542	1.08170416594551	2	9
7543	chrUextra	28242260	28242261	-	1	28242261	6.92595847127459	6.92595847127459	7543	2	1	18
7544	chrUextra	28264371	28264375	-	2	28264372	14.2216319188211	11.90325354315	7544	1.36054286751484	2	37
7545	chrUextra	28303706	28303708	-	2	28303708	4.63444409634231	3.47217630427602	7545	1.18872187554087	2	12
7546	chrUextra	28303755	28303756	-	1	28303756	5.77566002886195	5.77566002886195	7546	2	1	15
7547	chrUextra	28320452	28320456	-	3	28320453	9.63821189509562	6.54261381066948	7547	0.790199661339517	3	25
7548	chrUextra	28359296	28359297	-	1	28359297	168.000387993273	168.000387993273	7548	2	1	442
7549	chrUextra	28376823	28376824	-	1	28376824	6.54261381066948	6.54261381066948	7549	2	1	17
7550	chrUextra	28419902	28419904	-	2	28419903	6.5578052450933	4.62447495273345	7550	1.12601895187264	2	17
7551	chrUextra	28444238	28444243	-	4	28444243	25.3630403864421	16.1082594972367	7551	0.604724967509853	4	66
7552	chrUextra	28455856	28455857	-	1	28455857	14.197493831883	14.197493831883	7552	2	1	37
7553	chrUextra	28458138	28458139	-	1	28458139	6.15918280477931	6.15918280477931	7553	2	1	16
7554	chrUextra	28543957	28543959	-	2	28543958	3.48064616773738	2.3183783756711	7554	1.08170416594551	2	9
7555	chrUextra	28577347	28577350	-	2	28577348	407.445573142074	393.248079310191	7555	1.76478794880189	3	1077
7556	chrUextra	28597607	28597608	-	1	28597608	6.15918280477931	6.15918280477931	7556	2	1	16
7557	chrUextra	28610217	28610218	-	1	28610218	15.3440638979909	15.3440638979909	7557	2	1	40
7558	chrUextra	28669744	28669745	-	1	28669745	121.021435945606	121.021435945606	7558	2	1	318
7559	chrUextra	28691329	28691333	-	4	28691333	20.0013341816417	13.4329177540685	7559	0.603205822235143	4	52
7560	chrUextra	28697948	28697950	-	2	28697949	3.09559808442614	1.93333029235985	7560	1.04556599707504	2	8
7561	chrUextra	28710717	28710718	-	1	28710718	8.84153898526358	8.84153898526358	7561	2	1	23
7562	chrUextra	28741229	28741231	-	2	28741230	3.8666605847197	1.93333029235985	7562	1	2	10
7563	chrUextra	28798211	28798213	-	2	28798212	8.86343028869769	5.77566002886195	7563	1.06788843238333	2	23
7564	chrUextra	28804913	28804914	-	1	28804914	8.84153898526358	8.84153898526358	7564	2	1	23
7565	chrUextra	28815055	28815057	-	2	28815057	6.55629909962231	5.00831368017223	7565	1.21287341379873	2	17
7566	chrUextra	28822712	28822714	-	2	28822713	3.48064616773738	2.3183783756711	7566	1.08170416594551	2	9
7567	chrUextra	28846588	28846590	-	2	28846590	8.08822626334088	6.92595847127459	7567	1.40832722141767	2	21
7568	chrUextra	28854224	28854226	-	2	28854226	39.0752891772241	28.3197752817744	7568	1.15213825483395	2	102
7569	chrUextra	28893523	28893525	-	2	28893525	35.2154057742072	32.5122259504278	7569	1.61176102248764	2	92
7570	chrUextra	28913930	28913931	-	1	28913931	10.3728317779009	10.3728317779009	7570	2	1	27
7571	chrUextra	28965214	28965215	-	1	28965215	5.00831368017223	5.00831368017223	7571	2	1	13
7572	chrX	19169	19170	+	1	19170	13.0505675908449	13.0505675908449	7572	2	1	34
7573	chrX	72450	72454	+	2	72454	21.1165731774089	16.1082594972367	7573	1.21105934270338	2	55
7574	chrX	141059	141060	+	1	141060	8.84153898526358	8.84153898526358	7574	2	1	23
7575	chrX	151361	151362	+	1	151362	6.92595847127459	6.92595847127459	7575	2	1	18
7576	chrX	402634	402652	+	2	402635	3.48064616773738	2.3183783756711	7576	1.08170416594551	2	9
7577	chrX	403087	403091	+	2	403088	3.86636379512118	2.3183783756711	7577	1.02904940554533	2	10
7578	chrX	476561	476562	+	1	476562	7.69240752725689	7.69240752725689	7578	2	1	20
7579	chrX	519572	519573	+	1	519573	51.926090832753	51.926090832753	7579	2	1	136
7580	chrX	519600	519604	+	2	519604	63.3541037948454	62.1918360027791	7580	1.86952428336289	2	166
7581	chrX	520307	520311	+	2	520308	3.09559808442614	1.93333029235985	7581	1.04556599707504	2	8
7582	chrX	525484	525504	+	2	525504	5.40614863550683	3.08777025983574	7582	1.01477186396575	2	14
7583	chrX	537667	537668	+	1	537668	5.77566002886195	5.77566002886195	7583	2	1	15
7584	chrX	541575	541576	+	1	541576	20.3090038342817	20.3090038342817	7584	2	1	53
7585	chrX	551758	551762	+	2	551759	5.79095008361522	3.08777025983574	7585	1.00320836801836	2	15
7586	chrX	654774	654775	+	1	654775	6.54261381066948	6.54261381066948	7586	2	1	17
7587	chrX	700101	700102	+	1	700102	5.39203933188174	5.39203933188174	7587	2	1	14
7588	chrX	700202	700214	+	2	700214	70.5904686422081	68.272090266537	7588	1.79355258886006	2	185
7589	chrX	702003	702004	+	1	702004	5.39203933188174	5.39203933188174	7589	2	1	14
7590	chrX	829317	829318	+	1	829318	6.15918280477931	6.15918280477931	7590	2	1	16
7591	chrX	829554	829566	+	3	829557	6.18449553558942	2.70317982377949	7591	0.453820308052503	3	16
7592	chrX	830566	830592	+	3	830582	6.1837410987359	3.08777025983574	7592	0.5	3	16
7593	chrX	830768	830769	+	1	830769	5.00831368017223	5.00831368017223	7593	2	1	13
